group,models,n_seeds,policy,accuracy_mean,accuracy_std,utility_mean,regret_mean,avg_cost_mean,route_acc_mean
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,random_forest_router,0.6959390862944163,0.03252639649348555,0.6959390862944163,0.22842639593908629,4.3414568527918775e-05,0.5846023688663282
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,extra_trees_router,0.7057529610829103,0.031105849612186275,0.7057529610829103,0.2186125211505922,4.9321448392555e-05,0.5263959390862945
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,mlp_router,0.6832487309644669,0.029163263365271575,0.6832487309644669,0.2411167512690355,2.991280541455161e-05,0.6414551607445008
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,tfidf_logistic_router,0.6952622673434856,0.03133353278445862,0.6952622673434856,0.22910321489001692,4.2141575296108286e-05,0.5813874788494078
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,tfidf_linear_svm_router,0.6856175972927242,0.0303379830193865,0.6856175972927242,0.23874788494077837,2.190479018612521e-05,0.6868020304568528
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,tfidf_mlp_router,0.6839255499153976,0.02796038887893674,0.6839255499153976,0.2404399323181049,1.8918747884940776e-05,0.7079526226734348
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,always_mistral_nemo,0.6697123519458544,0.02796038887893675,0.6697123519458544,0.27580372250423013,7.023673434856175e-06,0.7241962774957699
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,always_minimax_m3,0.606429780033841,0.02552848050381041,0.606429780033841,0.33908629441624366,0.0002066131878172589,0.1385786802030457
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,always_qwen_30b,0.8998307952622674,0.019129917511367396,0.8998307952622674,0.04568527918781726,2.531397394247039e-05,0.13722504230118443
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,random,0.7196277495769882,0.035537578992980635,0.7196277495769882,0.22588832487309643,7.95346869035533e-05,0.3287648054145516
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,oracle,0.9455160744500846,0.015311827941101641,0.9455160744500846,0.0,3.700865780033841e-05,1.0
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,logistic_router,0.733502538071066,0.027602717410285926,0.733502538071066,0.21201353637901862,5.919431465313029e-05,0.4873096446700507
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,linear_svm_router,0.7023688663282571,0.028976306013134667,0.7023688663282571,0.2431472081218274,3.1502946125211506e-05,0.6287648054145516
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,knn_router,0.6722504230118443,0.029317729541851238,0.6722504230118443,0.2732656514382403,9.45592304568528e-06,0.7106598984771574
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,decision_tree_router,0.7377326565143824,0.050486448191065465,0.7377326565143824,0.2077834179357022,8.039112311336717e-05,0.36751269035532996
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,random_forest_router,0.7416243654822334,0.026805782932471614,0.7416243654822334,0.2038917089678511,4.359731133671743e-05,0.5681895093062607
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,extra_trees_router,0.7414551607445008,0.029446251479842304,0.7414551607445008,0.20406091370558377,5.002203269035533e-05,0.5189509306260576
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,mlp_router,0.6971235194585449,0.028445560459051302,0.6971235194585449,0.24839255499153975,3.064885509306261e-05,0.6143824027072758
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,tfidf_logistic_router,0.723181049069374,0.028983970959176965,0.723181049069374,0.22233502538071065,4.434028906937394e-05,0.5658206429780034
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,tfidf_linear_svm_router,0.6974619289340102,0.028453888832955163,0.6974619289340102,0.24805414551607446,2.3281053468697124e-05,0.6580372250423012
triple_weak_strong,"mistral_nemo,minimax_m3,qwen_30b",30,tfidf_mlp_router,0.6918781725888326,0.0281572489985256,0.6918781725888326,0.2536379018612521,1.973597049069374e-05,0.6764805414551608
