cost_weight,policy,accuracy_mean,accuracy_std,avg_cost_mean,utility_mean,regret_mean,route_acc_mean,n_seeds
0.5,always_gemini_flash_lite,0.9345177664974619,0.015773294330181282,0.21450994404140653,0.8272627944767587,0.13477547255109962,0.01116751269035533,10
0.5,always_gemini_flash,0.8766497461928934,0.01675895839514637,0.33610041221406656,0.7085995400858601,0.2534387269419981,0.0,10
0.5,always_qwen_30b,0.8974619289340101,0.01654403595476185,0.044282710859242076,0.8753205735043892,0.08671769352346916,0.29949238578680204,10
0.5,always_llama_70b,0.8964467005076141,0.01976149078938265,0.09533566256825737,0.8487788692234857,0.11325939780437275,0.03401015228426396,10
0.5,always_deepseek_v3,0.9050761421319796,0.013333934554886993,0.12467466948120831,0.8427388073913755,0.11929945963648272,0.01065989847715736,10
0.5,always_granite_8b,0.8421319796954314,0.015219023229623586,0.02809467574629257,0.8280846418222853,0.13395362520557308,0.6446700507614214,10
0.5,random,0.8878172588832488,0.017330067856608285,0.14072933857084885,0.8174525895978244,0.14458567743003398,0.15989847715736039,10
0.5,oracle,0.9786802030456853,0.010913377662671461,0.03328387203565403,0.9620382670278582,0.0,1.0,10
0.5,logistic_router,0.8771573604060914,0.016194228242308494,0.06146569083233068,0.8464245149899261,0.11561375203793225,0.3908629441624366,10
0.5,linear_svm_router,0.8563451776649746,0.014166792344456487,0.04681672350332121,0.8329368159133139,0.12910145111454424,0.49238578680203043,10
0.5,knn_router,0.8411167512690355,0.01709721567386684,0.02911643908273471,0.8265585317276681,0.13547973530019009,0.618781725888325,10
0.5,decision_tree_router,0.8903553299492385,0.023347801435750035,0.06766722844775416,0.8565217157253615,0.10551655130249678,0.32436548223350253,10
0.5,random_forest_router,0.8532994923857867,0.009705333603857863,0.04043683086408327,0.8330810769537452,0.12895719007411308,0.4812182741116751,10
0.5,extra_trees_router,0.8654822335025381,0.008375207222175678,0.05191299915990916,0.8395257339225836,0.12251253310527477,0.4370558375634518,10
0.5,mlp_router,0.8522842639593909,0.016656141729035137,0.03515529897978799,0.8347066144694969,0.12733165255836137,0.5441624365482234,10
0.5,tfidf_logistic_router,0.8593908629441624,0.016413731726264317,0.04350287873502253,0.8376394235766511,0.12439884345120708,0.4903553299492386,10
0.5,tfidf_linear_svm_router,0.8477157360406091,0.015322140673667353,0.0334447478303586,0.8309933621254298,0.13104490490242843,0.5609137055837563,10
0.5,tfidf_mlp_router,0.8477157360406091,0.011223772556194249,0.03134776752977696,0.8320418522757207,0.12999641475213758,0.586294416243655,10
0.75,always_gemini_flash_lite,0.9345177664974619,0.015773294330181282,0.21450994404140653,0.7736353084664069,0.18008199055253776,0.01116751269035533,10
0.75,always_gemini_flash,0.8766497461928934,0.01675895839514637,0.33610041221406656,0.6245744370323436,0.3291428619866012,0.0,10
0.75,always_qwen_30b,0.8974619289340101,0.01654403595476185,0.044282710859242076,0.8642498957895786,0.08946740322936617,0.29949238578680204,10
0.75,always_llama_70b,0.8964467005076141,0.01976149078938265,0.09533566256825737,0.8249449535814211,0.12877234543752358,0.03401015228426396,10
0.75,always_deepseek_v3,0.9050761421319796,0.013333934554886993,0.12467466948120831,0.8115701400210735,0.14214715899787128,0.01065989847715736,10
0.75,always_granite_8b,0.8421319796954314,0.015219023229623586,0.02809467574629257,0.821060972885712,0.13265632613323272,0.6446700507614214,10
0.75,random,0.8878172588832488,0.017330067856608285,0.14072933857084885,0.782270254955112,0.17144704406383265,0.15989847715736039,10
0.75,oracle,0.9786802030456853,0.010913377662671461,0.03328387203565403,0.9537172990189446,0.0,1.0,10
0.75,logistic_router,0.8771573604060914,0.016194228242308494,0.06146569083233068,0.8310580922818434,0.1226592067371014,0.3908629441624366,10
0.75,linear_svm_router,0.8563451776649746,0.014166792344456487,0.04681672350332121,0.8212326350374838,0.13248466398146105,0.49238578680203043,10
0.75,knn_router,0.8411167512690355,0.01709721567386684,0.02911643908273471,0.8192794219569846,0.13443787706196025,0.618781725888325,10
0.75,decision_tree_router,0.8903553299492385,0.023347801435750035,0.06766722844775416,0.839604908613423,0.11411239040552182,0.32436548223350253,10
